osm_id,amenity_type,name,lat,lon,is_station
12700551999,pharmacy,Walgreens,41.7862741,-87.7233785,False
12700552000,pharmacy,CVS Pharmacy,41.7781678,-87.7224692,False
12700639701,pharmacy,Walgreens,41.7647851,-87.7218631,False
12700639745,pharmacy,Walgreens,41.9686232,-87.7290078,False
12716599643,pharmacy,Walgreens,41.9541106,-87.6539071,False
12716599645,pharmacy,Walgreens,41.9844235,-87.6606602,False
12771983679,convenience,Happy Market,41.8499322,-87.6321653,False
12772032073,supermarket,Windy City Produce,41.9421523,-87.7276316,False
12805024388,pharmacy,Walgreens,41.8647084,-87.8051692,False
12829068936,community_centre,Chicago Liberation Center,41.852051,-87.6936171,False
12838215901,convenience,Carniceria y Licoreria Maribel,41.8521345,-87.6711096,False
12841227443,convenience,Go Grocer,41.9599194,-87.6470615,False
12845393306,convenience,Sherry's Food Mart,41.9039831,-87.6340128,False
12854132654,convenience,Tamara #1,41.8956234,-87.7136493,False
12882263938,supermarket,Pete's Market,41.7366365,-87.7036437,False
12967117737,pharmacy,Walgreens,42.0126662,-87.7681822,False
12967366986,pharmacy,Walgreens,41.8520497,-87.6743384,False
12968887477,pharmacy,Walgreens,41.953203,-87.7281971,False
13005216186,convenience,Clark's Pump-N-Shop,41.8819845,-87.8828161,False
13006749062,pharmacy,Walgreens,41.9810841,-87.6689349,False
13007351363,convenience,7-Eleven,41.998469,-87.8878471,False
13019363309,police,Illinois Conservation Police,41.8875129,-87.6102107,False
13021564693,pharmacy,CVS Pharmacy,41.8955501,-87.6878668,False
13038454178,convenience,New York Food Mart & Deli,41.9579179,-87.6530945,False
13074363101,pharmacy,Jewel Osco Pharmacy,41.9433725,-87.6900957,False
13097411474,convenience,Frutería y Carnicería San José,41.8961352,-87.6716713,False
13099684896,convenience,La Cuencanita,41.895826,-87.673713,False
13115079937,convenience,BP Shop,41.929729,-87.8468022,False
13250348876,pharmacy,CVS Pharmacy,41.8374999,-87.6453298,False
13250680025,community_centre,First Bulgarian Center,41.953879,-87.7225608,False
13255821243,convenience,Tortilleria Sabinas,41.8576895,-87.6641986,False
13278953128,supermarket,Forty Acres Fresh Market,41.8946241,-87.7684142,False
13290173036,convenience,Alfa Foods,41.865577,-87.6260022,False
13293612475,supermarket,Go Grocer,41.8639606,-87.6242711,False
13293612476,supermarket,Go Grocer,41.8659275,-87.623883,False
13322931493,convenience,Suarez Market,41.8839884,-87.640646,False
